id,date,base_currency,sgd,eur,aud,idr
2017-05-16,2017-05-16 00:00,USD,1.4,0.9,1.35,13300.48
2017-05-17,2017-05-17 00:00,USD,1.39,0.9,1.35,13312.04
2017-05-18,2017-05-18 00:00,USD,1.39,0.9,1.34,13465.99
2017-05-19,2017-05-19 00:00,USD,1.39,0.89,1.34,13312.01
2017-05-20,2017-05-20 00:00,USD,1.39,0.89,1.34,13312.01
2017-05-21,2017-05-21 00:00,USD,1.39,0.89,1.34,13312.01
2017-05-22,2017-05-22 00:00,USD,1.39,0.89,1.34,13275.82
2017-05-23,2017-05-23 00:00,USD,1.39,0.89,1.33,13300.22
2017-05-24,2017-05-24 00:00,USD,1.39,0.89,1.34,13308.5
2017-05-25,2017-05-25 00:00,USD,1.38,0.89,1.34,13297.04
2017-05-26,2017-05-26 00:00,USD,1.38,0.89,1.34,13300.73
2017-05-27,2017-05-27 00:00,USD,1.38,0.89,1.34,13300.73
2017-05-28,2017-05-28 00:00,USD,1.38,0.89,1.34,13300.73
2017-05-29,2017-05-29 00:00,USD,1.38,0.89,1.34,13314.98
2017-05-30,2017-05-30 00:00,USD,1.39,0.9,1.34,13323.46
2017-05-31,2017-05-31 00:00,USD,1.38,0.89,1.34,13307.99
2017-06-01,2017-06-01 00:00,USD,1.38,0.89,1.35,13310.01
2017-06-02,2017-06-02 00:00,USD,1.39,0.89,1.35,13311.05
2017-06-03,2017-06-03 00:00,USD,1.39,0.89,1.35,13311.05
2017-06-04,2017-06-04 00:00,USD,1.39,0.89,1.35,13311.05
2017-06-05,2017-06-05 00:00,USD,1.38,0.89,1.34,13285.98
2017-06-06,2017-06-06 00:00,USD,1.38,0.89,1.34,13294.81
2017-06-07,2017-06-07 00:00,USD,1.38,0.89,1.32,13300.97
2017-06-08,2017-06-08 00:00,USD,1.38,0.89,1.33,13297.98
2017-06-09,2017-06-09 00:00,USD,1.38,0.89,1.33,13299.03
2017-06-10,2017-06-10 00:00,USD,1.38,0.89,1.33,13299.03
2017-06-11,2017-06-11 00:00,USD,1.38,0.89,1.33,13299.03
2017-06-12,2017-06-12 00:00,USD,1.38,0.89,1.33,13298.01
2017-06-13,2017-06-13 00:00,USD,1.38,0.89,1.33,13287.06
2017-06-14,2017-06-14 00:00,USD,1.38,0.89,1.32,13282.51
2017-06-15,2017-06-15 00:00,USD,1.38,0.9,1.32,13318.29
2017-06-16,2017-06-16 00:00,USD,1.38,0.9,1.31,13297.48
2017-06-17,2017-06-17 00:00,USD,1.38,0.9,1.31,13297.48
2017-06-18,2017-06-18 00:00,USD,1.38,0.9,1.31,13297.48
2017-06-19,2017-06-19 00:00,USD,1.38,0.89,1.31,13280.65
2017-06-20,2017-06-20 00:00,USD,1.39,0.9,1.32,13293.56
2017-06-21,2017-06-21 00:00,USD,1.39,0.9,1.32,13307.53
2017-06-22,2017-06-22 00:00,USD,1.39,0.9,1.33,13327.51
2017-06-23,2017-06-23 00:00,USD,1.39,0.9,1.32,13305.02
2017-06-24,2017-06-24 00:00,USD,1.39,0.9,1.32,13305.02
2017-06-25,2017-06-25 00:00,USD,1.39,0.9,1.32,13305.02
2017-06-26,2017-06-26 00:00,USD,1.39,0.89,1.32,13303.39
2017-06-27,2017-06-27 00:00,USD,1.39,0.89,1.31,13306.97
2017-06-28,2017-06-28 00:00,USD,1.38,0.88,1.32,13327.47
2017-06-29,2017-06-29 00:00,USD,1.38,0.88,1.3,13333.04
2017-06-30,2017-06-30 00:00,USD,1.38,0.88,1.3,13327.46
2017-07-01,2017-07-01 00:00,USD,1.38,0.88,1.3,13327.46
2017-07-02,2017-07-02 00:00,USD,1.38,0.88,1.3,13327.46
2017-07-03,2017-07-03 00:00,USD,1.38,0.88,1.31,13390.01
2017-07-04,2017-07-04 00:00,USD,1.38,0.88,1.31,13365.98
2017-07-05,2017-07-05 00:00,USD,1.38,0.88,1.32,13380.97
2017-07-06,2017-07-06 00:00,USD,1.38,0.88,1.32,13387.97
2017-07-07,2017-07-07 00:00,USD,1.38,0.88,1.31,13407.47
2017-07-08,2017-07-08 00:00,USD,1.38,0.88,1.31,13407.47
2017-07-09,2017-07-09 00:00,USD,1.38,0.88,1.31,13407.47
2017-07-10,2017-07-10 00:00,USD,1.39,0.88,1.32,13398.96
2017-07-11,2017-07-11 00:00,USD,1.38,0.88,1.31,13390.97
2017-07-12,2017-07-12 00:00,USD,1.38,0.87,1.31,13369.99
2017-07-13,2017-07-13 00:00,USD,1.38,0.88,1.29,13347.46
2017-07-14,2017-07-14 00:00,USD,1.37,0.88,1.29,13338.5
2017-07-15,2017-07-15 00:00,USD,1.37,0.88,1.29,13338.5
2017-07-16,2017-07-16 00:00,USD,1.37,0.88,1.29,13338.5
2017-07-17,2017-07-17 00:00,USD,1.37,0.87,1.28,13313.03
2017-07-18,2017-07-18 00:00,USD,1.37,0.87,1.26,13300.04
2017-07-19,2017-07-19 00:00,USD,1.37,0.87,1.26,13318.04
2017-07-20,2017-07-20 00:00,USD,1.37,0.87,1.26,13334.52
2017-07-21,2017-07-21 00:00,USD,1.36,0.86,1.26,13312.49
2017-07-22,2017-07-22 00:00,USD,1.36,0.86,1.26,13312.49
2017-07-23,2017-07-23 00:00,USD,1.36,0.86,1.26,13312.49
2017-07-24,2017-07-24 00:00,USD,1.36,0.86,1.26,13321.0
2017-07-25,2017-07-25 00:00,USD,1.36,0.86,1.26,13318.03
2017-07-26,2017-07-26 00:00,USD,1.36,0.86,1.26,13318.02
2017-07-27,2017-07-27 00:00,USD,1.36,0.86,1.25,13319.99
2017-07-28,2017-07-28 00:00,USD,1.36,0.85,1.26,13334.04
2017-07-29,2017-07-29 00:00,USD,1.36,0.85,1.26,13334.04
2017-07-30,2017-07-30 00:00,USD,1.36,0.85,1.26,13334.04
2017-07-31,2017-07-31 00:00,USD,1.36,0.85,1.25,13323.95
2017-08-01,2017-08-01 00:00,USD,1.36,0.85,1.25,13323.99
2017-08-02,2017-08-02 00:00,USD,1.36,0.85,1.26,13317.02
2017-08-03,2017-08-03 00:00,USD,1.36,0.84,1.26,13325.46
2017-08-04,2017-08-04 00:00,USD,1.36,0.84,1.25,13306.03
2017-08-05,2017-08-05 00:00,USD,1.36,0.84,1.25,13306.03
2017-08-06,2017-08-06 00:00,USD,1.36,0.84,1.25,13306.03
2017-08-07,2017-08-07 00:00,USD,1.36,0.85,1.26,13321.01
2017-08-08,2017-08-08 00:00,USD,1.36,0.85,1.26,13313.02
2017-08-09,2017-08-09 00:00,USD,1.36,0.85,1.27,13332.54
2017-08-10,2017-08-10 00:00,USD,1.36,0.85,1.27,13357.06
2017-08-11,2017-08-11 00:00,USD,1.36,0.85,1.27,13364.22
2017-08-12,2017-08-12 00:00,USD,1.36,0.85,1.27,13364.22
2017-08-13,2017-08-13 00:00,USD,1.36,0.85,1.27,13364.22
2017-08-14,2017-08-14 00:00,USD,1.36,0.85,1.27,13354.84
2017-08-15,2017-08-15 00:00,USD,1.37,0.85,1.28,13364.02
2017-08-16,2017-08-16 00:00,USD,1.37,0.85,1.27,13369.94
2017-08-17,2017-08-17 00:00,USD,1.37,0.85,1.26,13354.02
2017-08-18,2017-08-18 00:00,USD,1.36,0.85,1.26,13363.97
2017-08-19,2017-08-19 00:00,USD,1.36,0.85,1.26,13363.97
2017-08-20,2017-08-20 00:00,USD,1.36,0.85,1.26,13363.97
2017-08-21,2017-08-21 00:00,USD,1.36,0.85,1.26,13352.01
2017-08-22,2017-08-22 00:00,USD,1.36,0.85,1.26,13342.96
2017-08-23,2017-08-23 00:00,USD,1.36,0.85,1.27,13350.03
2017-08-24,2017-08-24 00:00,USD,1.36,0.85,1.27,13340.0
2017-08-25,2017-08-25 00:00,USD,1.36,0.85,1.26,13345.53
2017-08-26,2017-08-26 00:00,USD,1.36,0.85,1.26,13345.53
2017-08-27,2017-08-27 00:00,USD,1.36,0.85,1.26,13345.53
2017-08-28,2017-08-28 00:00,USD,1.35,0.84,1.26,13336.02
2017-08-29,2017-08-29 00:00,USD,1.35,0.83,1.25,13351.01
2017-08-30,2017-08-30 00:00,USD,1.36,0.84,1.26,13346.51
2017-08-31,2017-08-31 00:00,USD,1.36,0.85,1.27,13346.38
2017-09-01,2017-09-01 00:00,USD,1.35,0.84,1.26,13318.29
2017-09-02,2017-09-02 00:00,USD,1.35,0.84,1.26,13318.29
2017-09-03,2017-09-03 00:00,USD,1.35,0.84,1.26,13318.29
2017-09-04,2017-09-04 00:00,USD,1.36,0.84,1.26,13330.11
2017-09-05,2017-09-05 00:00,USD,1.36,0.84,1.25,13333.98
2017-09-06,2017-09-06 00:00,USD,1.35,0.84,1.25,13328.97
2017-09-07,2017-09-07 00:00,USD,1.34,0.84,1.25,13301.14
2017-09-08,2017-09-08 00:00,USD,1.34,0.83,1.23,13163.18
2017-09-09,2017-09-09 00:00,USD,1.34,0.83,1.23,13163.18
2017-09-10,2017-09-10 00:00,USD,1.34,0.83,1.23,13163.18
2017-09-11,2017-09-11 00:00,USD,1.34,0.83,1.24,13162.46
2017-09-12,2017-09-12 00:00,USD,1.35,0.84,1.24,13200.03
2017-09-13,2017-09-13 00:00,USD,1.35,0.83,1.24,13202.52
2017-09-14,2017-09-14 00:00,USD,1.35,0.84,1.25,13266.98
2017-09-15,2017-09-15 00:00,USD,1.34,0.84,1.25,13256.71
2017-09-16,2017-09-16 00:00,USD,1.34,0.84,1.25,13256.71
2017-09-17,2017-09-17 00:00,USD,1.34,0.84,1.25,13256.71
2017-09-18,2017-09-18 00:00,USD,1.35,0.84,1.25,13255.02
2017-09-19,2017-09-19 00:00,USD,1.35,0.84,1.25,13269.96
2017-09-20,2017-09-20 00:00,USD,1.34,0.83,1.24,13280.5
2017-09-21,2017-09-21 00:00,USD,1.35,0.84,1.26,13347.0
2017-09-22,2017-09-22 00:00,USD,1.35,0.84,1.26,13299.97
2017-09-23,2017-09-23 00:00,USD,1.35,0.84,1.26,13299.97
2017-09-24,2017-09-24 00:00,USD,1.35,0.84,1.26,13299.97
2017-09-25,2017-09-25 00:00,USD,1.35,0.84,1.26,13317.1
2017-09-26,2017-09-26 00:00,USD,1.35,0.85,1.27,13392.04
2017-09-27,2017-09-27 00:00,USD,1.36,0.85,1.27,13440.0
2017-09-28,2017-09-28 00:00,USD,1.36,0.85,1.28,13493.04
2017-09-29,2017-09-29 00:00,USD,1.36,0.85,1.28,13457.99
2017-09-30,2017-09-30 00:00,USD,1.36,0.85,1.28,13457.99
2017-10-01,2017-10-01 00:00,USD,1.36,0.85,1.28,13457.99
2017-10-02,2017-10-02 00:00,USD,1.36,0.85,1.28,13567.01
2017-10-03,2017-10-03 00:00,USD,1.36,0.85,1.28,13542.5
2017-10-04,2017-10-04 00:00,USD,1.36,0.85,1.27,13453.47
2017-10-05,2017-10-05 00:00,USD,1.36,0.85,1.28,13458.7
2017-10-06,2017-10-06 00:00,USD,1.37,0.85,1.29,13513.03
2017-10-07,2017-10-07 00:00,USD,1.37,0.85,1.29,13513.03
2017-10-08,2017-10-08 00:00,USD,1.37,0.85,1.29,13513.03
2017-10-09,2017-10-09 00:00,USD,1.36,0.85,1.29,13533.97
2017-10-10,2017-10-10 00:00,USD,1.36,0.85,1.28,13489.02
2017-10-11,2017-10-11 00:00,USD,1.36,0.85,1.28,13523.25
2017-10-12,2017-10-12 00:00,USD,1.35,0.84,1.28,13509.03
2017-10-13,2017-10-13 00:00,USD,1.36,0.85,1.28,13496.02
2017-10-14,2017-10-14 00:00,USD,1.36,0.85,1.28,13496.02
2017-10-15,2017-10-15 00:00,USD,1.36,0.85,1.28,13496.02
2017-10-16,2017-10-16 00:00,USD,1.35,0.85,1.27,13482.5
2017-10-17,2017-10-17 00:00,USD,1.36,0.85,1.28,13504.63
2017-10-18,2017-10-18 00:00,USD,1.36,0.85,1.28,13516.04
2017-10-19,2017-10-19 00:00,USD,1.36,0.85,1.27,13515.04
2017-10-20,2017-10-20 00:00,USD,1.36,0.85,1.27,13509.98
2017-10-21,2017-10-21 00:00,USD,1.36,0.85,1.27,13509.98
2017-10-22,2017-10-22 00:00,USD,1.36,0.85,1.27,13509.98
2017-10-23,2017-10-23 00:00,USD,1.36,0.85,1.28,13533.99
2017-10-24,2017-10-24 00:00,USD,1.36,0.85,1.29,13550.97
2017-10-25,2017-10-25 00:00,USD,1.36,0.85,1.3,13572.0
2017-10-26,2017-10-26 00:00,USD,1.36,0.85,1.3,13597.98
2017-10-27,2017-10-27 00:00,USD,1.37,0.86,1.31,13631.02
2017-10-28,2017-10-28 00:00,USD,1.37,0.86,1.31,13631.02
2017-10-29,2017-10-29 00:00,USD,1.37,0.86,1.31,13631.02
2017-10-30,2017-10-30 00:00,USD,1.36,0.86,1.3,13574.58
2017-10-31,2017-10-31 00:00,USD,1.36,0.86,1.31,13565.05
2017-11-01,2017-11-01 00:00,USD,1.36,0.86,1.3,13583.96
2017-11-02,2017-11-02 00:00,USD,1.36,0.86,1.3,13528.04
2017-11-03,2017-11-03 00:00,USD,1.36,0.86,1.3,13493.18
2017-11-04,2017-11-04 00:00,USD,1.36,0.86,1.3,13493.18
2017-11-05,2017-11-05 00:00,USD,1.36,0.86,1.3,13493.18
2017-11-06,2017-11-06 00:00,USD,1.36,0.86,1.3,13515.96
2017-11-07,2017-11-07 00:00,USD,1.36,0.86,1.31,13527.76
2017-11-08,2017-11-08 00:00,USD,1.36,0.86,1.3,13518.03
2017-11-09,2017-11-09 00:00,USD,1.36,0.86,1.3,13525.02
2017-11-10,2017-11-10 00:00,USD,1.36,0.86,1.3,13544.96
2017-11-11,2017-11-11 00:00,USD,1.36,0.86,1.3,13544.96
2017-11-12,2017-11-12 00:00,USD,1.36,0.86,1.3,13544.96
2017-11-13,2017-11-13 00:00,USD,1.36,0.86,1.31,13564.6
2017-11-14,2017-11-14 00:00,USD,1.36,0.85,1.31,13553.51
2017-11-15,2017-11-15 00:00,USD,1.36,0.84,1.32,13534.97
2017-11-16,2017-11-16 00:00,USD,1.36,0.85,1.32,13524.0
2017-11-17,2017-11-17 00:00,USD,1.36,0.85,1.33,13527.51
2017-11-18,2017-11-18 00:00,USD,1.36,0.85,1.33,13527.51
2017-11-19,2017-11-19 00:00,USD,1.36,0.85,1.33,13527.51
2017-11-20,2017-11-20 00:00,USD,1.36,0.85,1.32,13523.98
2017-11-21,2017-11-21 00:00,USD,1.36,0.85,1.32,13526.97
2017-11-22,2017-11-22 00:00,USD,1.35,0.85,1.32,13516.04
2017-11-23,2017-11-23 00:00,USD,1.35,0.84,1.31,13482.02
2017-11-24,2017-11-24 00:00,USD,1.35,0.84,1.31,13518.99
2017-11-25,2017-11-25 00:00,USD,1.35,0.84,1.31,13518.99
2017-11-26,2017-11-26 00:00,USD,1.35,0.84,1.31,13518.99
2017-11-27,2017-11-27 00:00,USD,1.34,0.84,1.31,13502.01
2017-11-28,2017-11-28 00:00,USD,1.34,0.84,1.31,13503.87
2017-11-29,2017-11-29 00:00,USD,1.35,0.85,1.32,13504.02
2017-11-30,2017-11-30 00:00,USD,1.35,0.84,1.32,13532.96
2017-12-01,2017-12-01 00:00,USD,1.35,0.84,1.32,13532.18
2017-12-02,2017-12-02 00:00,USD,1.35,0.84,1.32,13532.18
2017-12-03,2017-12-03 00:00,USD,1.35,0.84,1.32,13532.18
2017-12-04,2017-12-04 00:00,USD,1.35,0.84,1.31,13515.97
2017-12-05,2017-12-05 00:00,USD,1.35,0.84,1.31,13512.96
2017-12-06,2017-12-06 00:00,USD,1.35,0.85,1.32,13545.99
2017-12-07,2017-12-07 00:00,USD,1.35,0.85,1.33,13548.11
2017-12-08,2017-12-08 00:00,USD,1.35,0.85,1.33,13549.99
2017-12-09,2017-12-09 00:00,USD,1.35,0.85,1.33,13549.99
2017-12-10,2017-12-10 00:00,USD,1.35,0.85,1.33,13549.99
2017-12-11,2017-12-11 00:00,USD,1.35,0.85,1.33,13546.03
2017-12-12,2017-12-12 00:00,USD,1.35,0.85,1.32,13602.24
2017-12-13,2017-12-13 00:00,USD,1.35,0.85,1.32,13607.02
2017-12-14,2017-12-14 00:00,USD,1.35,0.84,1.3,13572.98
2017-12-15,2017-12-15 00:00,USD,1.35,0.85,1.3,13576.99
2017-12-16,2017-12-16 00:00,USD,1.35,0.85,1.3,13576.99
2017-12-17,2017-12-17 00:00,USD,1.35,0.85,1.3,13576.99
2017-12-18,2017-12-18 00:00,USD,1.35,0.85,1.31,13588.47
2017-12-19,2017-12-19 00:00,USD,1.35,0.85,1.3,13581.83
2017-12-20,2017-12-20 00:00,USD,1.35,0.84,1.3,13577.97
2017-12-21,2017-12-21 00:00,USD,1.35,0.84,1.3,13549.03
2017-12-22,2017-12-22 00:00,USD,1.34,0.84,1.3,13558.17
2017-12-23,2017-12-23 00:00,USD,1.34,0.84,1.3,13558.17
2017-12-24,2017-12-24 00:00,USD,1.34,0.84,1.3,13558.17
2017-12-25,2017-12-25 00:00,USD,1.34,0.84,1.3,13558.17
2017-12-26,2017-12-26 00:00,USD,1.34,0.84,1.3,13558.17
2017-12-27,2017-12-27 00:00,USD,1.34,0.84,1.29,13554.77
2017-12-28,2017-12-28 00:00,USD,1.34,0.84,1.28,13562.01
2017-12-29,2017-12-29 00:00,USD,1.34,0.83,1.28,13540.48
2017-12-30,2017-12-30 00:00,USD,1.34,0.83,1.28,13540.48
2017-12-31,2017-12-31 00:00,USD,1.34,0.83,1.28,13540.48
2018-01-01,2018-01-01 00:00,USD,1.34,0.83,1.28,13540.48
2018-01-02,2018-01-02 00:00,USD,1.33,0.83,1.28,13481.97
2018-01-03,2018-01-03 00:00,USD,1.33,0.83,1.28,13455.04
2018-01-04,2018-01-04 00:00,USD,1.33,0.83,1.28,13419.98
2018-01-05,2018-01-05 00:00,USD,1.33,0.83,1.28,13420.01
2018-01-06,2018-01-06 00:00,USD,1.33,0.83,1.28,13420.01
2018-01-07,2018-01-07 00:00,USD,1.33,0.83,1.28,13420.01
2018-01-08,2018-01-08 00:00,USD,1.33,0.84,1.28,13434.23
2018-01-09,2018-01-09 00:00,USD,1.34,0.84,1.28,13442.0
2018-01-10,2018-01-10 00:00,USD,1.33,0.83,1.27,13430.54
2018-01-11,2018-01-11 00:00,USD,1.33,0.83,1.27,13399.52
2018-01-12,2018-01-12 00:00,USD,1.33,0.82,1.27,13330.89
2018-01-13,2018-01-13 00:00,USD,1.33,0.82,1.27,13330.89
2018-01-14,2018-01-14 00:00,USD,1.33,0.82,1.27,13330.89
2018-01-15,2018-01-15 00:00,USD,1.32,0.81,1.26,13307.0
2018-01-16,2018-01-16 00:00,USD,1.32,0.82,1.26,13337.53
2018-01-17,2018-01-17 00:00,USD,1.32,0.82,1.25,13359.01
2018-01-18,2018-01-18 00:00,USD,1.32,0.82,1.25,13343.2
2018-01-19,2018-01-19 00:00,USD,1.32,0.82,1.25,13313.5
2018-01-20,2018-01-20 00:00,USD,1.32,0.82,1.25,13313.5
2018-01-21,2018-01-21 00:00,USD,1.32,0.82,1.25,13313.5
2018-01-22,2018-01-22 00:00,USD,1.32,0.82,1.25,13351.99
2018-01-23,2018-01-23 00:00,USD,1.32,0.82,1.25,13344.03
2018-01-24,2018-01-24 00:00,USD,1.31,0.81,1.24,13318.01
2018-01-25,2018-01-25 00:00,USD,1.31,0.81,1.24,13292.98
2018-01-26,2018-01-26 00:00,USD,1.31,0.8,1.24,13314.97
2018-01-27,2018-01-27 00:00,USD,1.31,0.8,1.24,13314.97
2018-01-28,2018-01-28 00:00,USD,1.31,0.8,1.24,13314.97
2018-01-29,2018-01-29 00:00,USD,1.31,0.81,1.24,13398.98
2018-01-30,2018-01-30 00:00,USD,1.31,0.81,1.24,13389.02
2018-01-31,2018-01-31 00:00,USD,1.31,0.8,1.23,13376.01
2018-02-01,2018-02-01 00:00,USD,1.31,0.8,1.25,13417.85
2018-02-02,2018-02-02 00:00,USD,1.31,0.8,1.25,13466.06
2018-02-03,2018-02-03 00:00,USD,1.31,0.8,1.25,13466.06
2018-02-04,2018-02-04 00:00,USD,1.31,0.8,1.25,13466.06
2018-02-05,2018-02-05 00:00,USD,1.32,0.8,1.26,13495.02
2018-02-06,2018-02-06 00:00,USD,1.32,0.81,1.28,13574.99
2018-02-07,2018-02-07 00:00,USD,1.32,0.81,1.27,13559.25
2018-02-08,2018-02-08 00:00,USD,1.33,0.82,1.28,13647.98
2018-02-09,2018-02-09 00:00,USD,1.33,0.81,1.28,13659.01
2018-02-10,2018-02-10 00:00,USD,1.33,0.81,1.28,13659.01
2018-02-11,2018-02-11 00:00,USD,1.33,0.81,1.28,13659.01
2018-02-12,2018-02-12 00:00,USD,1.33,0.82,1.28,13636.79
2018-02-13,2018-02-13 00:00,USD,1.32,0.81,1.27,13639.99
2018-02-14,2018-02-14 00:00,USD,1.32,0.81,1.27,13615.73
2018-02-15,2018-02-15 00:00,USD,1.31,0.8,1.26,13525.01
2018-02-16,2018-02-16 00:00,USD,1.31,0.8,1.26,13517.49
2018-02-17,2018-02-17 00:00,USD,1.31,0.8,1.26,13517.49
2018-02-18,2018-02-18 00:00,USD,1.31,0.8,1.26,13517.49
2018-02-19,2018-02-19 00:00,USD,1.31,0.81,1.26,13552.46
2018-02-20,2018-02-20 00:00,USD,1.32,0.81,1.27,13630.23
2018-02-21,2018-02-21 00:00,USD,1.32,0.81,1.27,13611.03
2018-02-22,2018-02-22 00:00,USD,1.32,0.81,1.28,13710.98
2018-02-23,2018-02-23 00:00,USD,1.32,0.81,1.28,13675.99
2018-02-24,2018-02-24 00:00,USD,1.32,0.81,1.28,13675.99
2018-02-25,2018-02-25 00:00,USD,1.32,0.81,1.28,13675.99
2018-02-26,2018-02-26 00:00,USD,1.32,0.81,1.28,13664.04
2018-02-27,2018-02-27 00:00,USD,1.32,0.81,1.28,13672.79
2018-02-28,2018-02-28 00:00,USD,1.32,0.82,1.28,13748.98
2018-03-01,2018-03-01 00:00,USD,1.33,0.82,1.29,13803.47
2018-03-02,2018-03-02 00:00,USD,1.32,0.81,1.29,13778.02
2018-03-03,2018-03-03 00:00,USD,1.32,0.81,1.29,13778.02
2018-03-04,2018-03-04 00:00,USD,1.32,0.81,1.29,13778.02
2018-03-05,2018-03-05 00:00,USD,1.32,0.81,1.29,13762.49
2018-03-06,2018-03-06 00:00,USD,1.32,0.81,1.28,13722.02
2018-03-07,2018-03-07 00:00,USD,1.31,0.81,1.28,13757.03
2018-03-08,2018-03-08 00:00,USD,1.32,0.81,1.28,13779.0
2018-03-09,2018-03-09 00:00,USD,1.32,0.81,1.28,13812.38
2018-03-10,2018-03-10 00:00,USD,1.32,0.81,1.28,13812.38
2018-03-11,2018-03-11 00:00,USD,1.32,0.81,1.28,13812.38
2018-03-12,2018-03-12 00:00,USD,1.31,0.81,1.27,13768.01
2018-03-13,2018-03-13 00:00,USD,1.31,0.81,1.27,13712.96
2018-03-14,2018-03-14 00:00,USD,1.31,0.81,1.26,13729.0
2018-03-15,2018-03-15 00:00,USD,1.31,0.81,1.28,13756.99
2018-03-16,2018-03-16 00:00,USD,1.32,0.81,1.29,13760.34
2018-03-17,2018-03-17 00:00,USD,1.32,0.81,1.29,13760.34
2018-03-18,2018-03-18 00:00,USD,1.32,0.81,1.29,13760.34
2018-03-19,2018-03-19 00:00,USD,1.32,0.81,1.3,13776.99
2018-03-20,2018-03-20 00:00,USD,1.32,0.81,1.3,13761.0
2018-03-21,2018-03-21 00:00,USD,1.32,0.81,1.3,13763.15
2018-03-22,2018-03-22 00:00,USD,1.32,0.81,1.3,13752.52
2018-03-23,2018-03-23 00:00,USD,1.31,0.81,1.29,13763.97
2018-03-24,2018-03-24 00:00,USD,1.31,0.81,1.29,13763.97
2018-03-25,2018-03-25 00:00,USD,1.31,0.81,1.29,13763.97
2018-03-26,2018-03-26 00:00,USD,1.31,0.81,1.29,13734.03
2018-03-27,2018-03-27 00:00,USD,1.31,0.81,1.3,13739.98
2018-03-28,2018-03-28 00:00,USD,1.31,0.81,1.3,13758.67
2018-03-29,2018-03-29 00:00,USD,1.31,0.81,1.3,13744.01
2018-03-30,2018-03-30 00:00,USD,1.31,0.81,1.3,13744.01
2018-03-31,2018-03-31 00:00,USD,1.31,0.81,1.3,13744.01
2018-04-01,2018-04-01 00:00,USD,1.31,0.81,1.3,13744.01
2018-04-02,2018-04-02 00:00,USD,1.31,0.81,1.3,13744.01
2018-04-03,2018-04-03 00:00,USD,1.31,0.81,1.3,13760.07
2018-04-04,2018-04-04 00:00,USD,1.31,0.81,1.3,13766.54
2018-04-05,2018-04-05 00:00,USD,1.31,0.82,1.3,13771.78
2018-04-06,2018-04-06 00:00,USD,1.32,0.82,1.3,13773.5
2018-04-07,2018-04-07 00:00,USD,1.32,0.82,1.3,13773.5
2018-04-08,2018-04-08 00:00,USD,1.32,0.82,1.3,13773.5
2018-04-09,2018-04-09 00:00,USD,1.31,0.81,1.3,13782.67
2018-04-10,2018-04-10 00:00,USD,1.31,0.81,1.29,13750.99
2018-04-11,2018-04-11 00:00,USD,1.31,0.81,1.29,13765.02
2018-04-12,2018-04-12 00:00,USD,1.31,0.81,1.29,13769.54
2018-04-13,2018-04-13 00:00,USD,1.31,0.81,1.28,13753.02
2018-04-14,2018-04-14 00:00,USD,1.31,0.81,1.28,13753.02
2018-04-15,2018-04-15 00:00,USD,1.31,0.81,1.28,13753.02
2018-04-16,2018-04-16 00:00,USD,1.31,0.81,1.29,13775.26
2018-04-17,2018-04-17 00:00,USD,1.31,0.81,1.29,13775.03
2018-04-18,2018-04-18 00:00,USD,1.31,0.81,1.29,13768.0
2018-04-19,2018-04-19 00:00,USD,1.31,0.81,1.28,13786.79
2018-04-20,2018-04-20 00:00,USD,1.31,0.81,1.3,13926.96
2018-04-21,2018-04-21 00:00,USD,1.31,0.81,1.3,13926.96
2018-04-22,2018-04-22 00:00,USD,1.31,0.81,1.3,13926.96
2018-04-23,2018-04-23 00:00,USD,1.32,0.82,1.31,13940.02
2018-04-24,2018-04-24 00:00,USD,1.32,0.82,1.31,13871.37
2018-04-25,2018-04-25 00:00,USD,1.33,0.82,1.32,13919.98
2018-04-26,2018-04-26 00:00,USD,1.33,0.82,1.32,13878.04
2018-04-27,2018-04-27 00:00,USD,1.33,0.83,1.32,13855.26
2018-04-28,2018-04-28 00:00,USD,1.33,0.83,1.32,13855.26
2018-04-29,2018-04-29 00:00,USD,1.33,0.83,1.32,13855.26
2018-04-30,2018-04-30 00:00,USD,1.33,0.83,1.33,13905.29
2018-05-01,2018-05-01 00:00,USD,1.33,0.83,1.33,13905.29
2018-05-02,2018-05-02 00:00,USD,1.33,0.83,1.33,13960.44
2018-05-03,2018-05-03 00:00,USD,1.33,0.83,1.33,13933.29
2018-05-04,2018-05-04 00:00,USD,1.33,0.84,1.33,13977.69
2018-05-05,2018-05-05 00:00,USD,1.33,0.84,1.33,13977.69
2018-05-06,2018-05-06 00:00,USD,1.33,0.84,1.33,13977.69
2018-05-07,2018-05-07 00:00,USD,1.34,0.84,1.33,14061.0
2018-05-08,2018-05-08 00:00,USD,1.34,0.84,1.34,14085.0
2018-05-09,2018-05-09 00:00,USD,1.34,0.84,1.34,14070.04
2018-05-10,2018-05-10 00:00,USD,1.34,0.84,1.34,14029.97
2018-05-11,2018-05-11 00:00,USD,1.33,0.84,1.32,13970.76
2018-05-12,2018-05-12 00:00,USD,1.33,0.84,1.32,13970.76
2018-05-13,2018-05-13 00:00,USD,1.33,0.84,1.32,13970.76
2018-05-14,2018-05-14 00:00,USD,1.33,0.83,1.32,13969.97
2018-05-15,2018-05-15 00:00,USD,1.34,0.84,1.33,14066.99
2018-05-16,2018-05-16 00:00,USD,1.34,0.85,1.34,14071.79
2018-05-17,2018-05-17 00:00,USD,1.34,0.85,1.33,14052.01
