unit_type_id,property_id,name,created_at,updated_at,deleted_at
388,PR0303,Type 1,2021-12-09 06:54,2021-12-09 06:54,
389,PR0252,Type 1,2021-12-09 06:54,2021-12-09 06:54,
390,PR0206,Type 1,2021-12-09 06:54,2021-12-09 06:54,
391,PR0157,Type 1,2021-12-09 06:54,2021-12-09 06:54,
392,PR0304,Type 1,2021-12-09 06:54,2021-12-09 06:54,
393,PR0304,Type 2,2021-12-09 06:54,2021-12-09 06:54,
394,PR0304,Type 3,2021-12-09 06:54,2021-12-09 06:54,
395,PR0253,Type 1,2021-12-09 06:54,2021-12-09 06:54,
396,PR0253,Type 2,2021-12-09 06:54,2021-12-09 06:54,
397,PR0253,Type 3,2021-12-09 06:54,2021-12-09 06:54,
398,PR0253,Type 4,2021-12-09 06:54,2021-12-09 06:54,
399,PR0207,Type 1,2021-12-09 06:54,2021-12-09 06:54,
400,PR0207,Type 2,2021-12-09 06:54,2021-12-09 06:54,
401,PR0207,Type 3,2021-12-09 06:54,2021-12-09 06:54,
402,PR0158,Type 1,2021-12-09 06:54,2021-12-09 06:54,
403,PR0158,Type 2,2021-12-09 06:54,2021-12-09 06:54,
404,PR0305,Type 1,2021-12-09 06:54,2021-12-09 06:54,
405,PR0305,Type 2,2021-12-09 06:54,2021-12-09 06:54,
406,PR0208,Type 1,2021-12-09 06:54,2021-12-09 06:54,
407,PR0208,Type 2,2021-12-09 06:54,2021-12-09 06:54,
408,PR0208,Type 3,2021-12-09 06:54,2021-12-09 06:54,
409,PR0159,Type 1,2021-12-09 06:54,2021-12-09 06:54,
410,PR0159,Type 2,2021-12-09 06:54,2021-12-09 06:54,
411,PR0108,Type 1,2021-12-09 06:54,2021-12-09 06:54,
412,PR0254,Double No Balcony,2021-12-09 06:54,2023-07-17 02:20,
413,PR0254,Twin,2021-12-09 06:55,2023-07-17 02:20,
414,PR0254,Twin Non Allocation,2021-12-09 06:55,2023-07-17 02:20,
415,PR0254,Double Non Allocation,2021-12-09 06:55,2023-07-17 02:20,
416,PR0209,Type 1,2021-12-09 06:55,2021-12-09 06:55,
417,PR0209,Type 2,2021-12-09 06:55,2021-12-09 06:55,
418,PR0209,Type 3,2021-12-09 06:55,2021-12-09 06:55,
419,PR0078,Type 1,2021-12-09 06:55,2021-12-09 06:55,
420,PR0078,Type 2,2021-12-09 06:55,2021-12-09 06:55,
421,PR0078,Type 3,2021-12-09 06:55,2021-12-09 06:55,
422,PR0109,Type 1,2021-12-09 06:55,2021-12-09 06:55,
423,PR0256,Type 1,2021-12-09 06:55,2021-12-09 06:55,
424,PR0256,Type 2,2021-12-09 06:55,2021-12-09 06:55,
425,PR0256,Type 3,2021-12-09 06:55,2021-12-09 06:55,
426,PR0211,Type 1,2021-12-09 06:55,2021-12-09 06:55,
427,PR0161,Type 1,2021-12-09 06:55,2021-12-09 06:55,
428,PR0161,Type 2,2021-12-09 06:55,2021-12-09 06:55,
429,PR0161,Type 3,2021-12-09 06:55,2021-12-09 06:55,
430,PR0161,Type 4,2021-12-09 06:55,2021-12-09 06:55,
431,PR0111,Type 1,2021-12-09 06:55,2021-12-09 06:55,
432,PR0258,Type 1,2021-12-09 06:55,2021-12-09 06:55,
433,PR0258,Type 2,2021-12-09 06:55,2021-12-09 06:55,
434,PR0258,Type 3,2021-12-09 06:55,2021-12-09 06:55,
435,PR0213,Type 1,2021-12-09 06:55,2021-12-09 06:55,
436,PR0213,Type 2,2021-12-09 06:55,2021-12-09 06:55,
437,PR0163,Type 1,2021-12-09 06:55,2021-12-09 06:55,
438,PR0163,Type 2,2021-12-09 06:55,2021-12-09 06:55,
439,PR0163,Type 3,2021-12-09 06:55,2021-12-09 06:55,
440,PR0113,Type 1,2021-12-09 06:55,2021-12-09 06:55,
441,PR0113,Type 2,2021-12-09 06:55,2021-12-09 06:55,
442,PR0113,Type 3,2021-12-09 06:55,2021-12-09 06:55,
443,PR0113,Type 4,2021-12-09 06:55,2021-12-09 06:55,
444,PR0260,Type 1,2021-12-09 06:55,2021-12-09 06:55,
445,PR0215,Type 1,2021-12-09 06:56,2021-12-09 06:56,
446,PR0215,Type 2,2021-12-09 06:56,2021-12-09 06:56,
447,PR0215,Type 3,2021-12-09 06:56,2021-12-09 06:56,
448,PR0215,Type 4,2021-12-09 06:56,2021-12-09 06:56,
449,PR0165,Type 1,2021-12-09 06:56,2021-12-09 06:56,
450,PR0165,Type 2,2021-12-09 06:56,2021-12-09 06:56,
451,PR0165,Type 3,2021-12-09 06:56,2021-12-09 06:56,
452,PR0165,Type 4,2021-12-09 06:56,2021-12-09 06:56,
453,PR0115,Lumbung,2021-12-09 06:56,2023-08-03 04:34,
454,PR0262,Type 1,2021-12-09 06:56,2021-12-09 06:56,
455,PR0262,Type 2,2021-12-09 06:56,2021-12-09 06:56,
456,PR0262,Type 3,2021-12-09 06:56,2021-12-09 06:56,
457,PR0217,Type 1,2021-12-09 06:56,2021-12-09 06:56,
458,PR0217,Type 2,2021-12-09 06:56,2021-12-09 06:56,
459,PR0217,Type 3,2021-12-09 06:56,2021-12-09 06:56,
460,PR0217,Type 4,2021-12-09 06:56,2021-12-09 06:56,
461,PR0167,Type 1,2021-12-09 06:56,2021-12-09 06:56,
462,PR0117,Type 1,2021-12-09 06:56,2021-12-09 06:56,
463,PR0264,Type 1,2021-12-09 06:56,2021-12-09 06:56,
464,PR0264,Type 2,2021-12-09 06:56,2021-12-09 06:56,
465,PR0264,Type 3,2021-12-09 06:56,2021-12-09 06:56,
466,PR0264,Type 4,2021-12-09 06:56,2021-12-09 06:56,
467,PR0219,Type 1,2021-12-09 06:56,2021-12-09 06:56,
468,PR0169,Type 1,2021-12-09 06:56,2021-12-09 06:56,
469,PR0119,Type 1,2021-12-09 06:56,2021-12-09 06:56,
470,PR0112,Villa Arindra,2021-12-09 06:56,2023-03-06 09:56,
471,PR0112,Type 2,2021-12-09 06:56,2023-03-04 06:21,2023-03-04 06:21
472,PR0112,Type 3,2021-12-09 06:56,2023-03-04 06:21,2023-03-04 06:21
473,PR0266,Type 1,2021-12-09 06:57,2021-12-09 06:57,
474,PR0221,Type 1,2021-12-09 06:57,2021-12-09 06:57,
475,PR0171,Type 1,2021-12-09 06:57,2021-12-09 06:57,
476,PR0121,Type 1,2021-12-09 06:57,2021-12-09 06:57,
477,PR0268,Type 1,2021-12-09 06:57,2021-12-09 06:57,
478,PR0268,Type 2,2021-12-09 06:57,2021-12-09 06:57,
479,PR0268,Type 3,2021-12-09 06:57,2021-12-09 06:57,
480,PR0223,Type 1,2021-12-09 06:57,2021-12-09 06:57,
481,PR0173,Type 1,2021-12-09 06:57,2021-12-09 06:57,
482,PR0123,Type 1,2021-12-09 06:57,2021-12-09 06:57,
483,PR0123,Type 2,2021-12-09 06:57,2021-12-09 06:57,
484,PR0123,Type 3,2021-12-09 06:57,2021-12-09 06:57,
485,PR0123,Type 4,2021-12-09 06:57,2021-12-09 06:57,
486,PR0270,Type 1,2021-12-09 06:57,2021-12-09 06:57,
487,PR0640,Type 1,2021-12-09 06:57,2021-12-09 06:57,
488,PR0640,Type 2,2021-12-09 06:57,2021-12-09 06:57,
489,PR0640,Type 3,2021-12-09 06:57,2021-12-09 06:57,
490,PR0640,Type 4,2021-12-09 06:57,2021-12-09 06:57,
491,PR0175,Type 1,2021-12-09 06:57,2021-12-09 06:57,
492,PR0125,Type 1,2021-12-09 06:57,2021-12-09 06:57,
493,PR0125,Type 2,2021-12-09 06:57,2021-12-09 06:57,
494,PR0272,Type 1,2021-12-09 06:57,2021-12-09 06:57,
495,PR0227,Type 1,2021-12-09 06:57,2021-12-09 06:57,
496,PR0177,Type 1,2021-12-09 06:57,2021-12-09 06:57,
497,PR0127,Type 1,2021-12-09 06:57,2021-12-09 06:57,
498,PR0103,Type 1,2021-12-09 06:57,2021-12-09 06:57,
499,PR0076,Type 1,2021-12-09 06:57,2021-12-09 06:57,
500,PR0076,Type 2,2021-12-09 06:57,2021-12-09 06:57,
501,PR0179,Type 1,2021-12-09 06:57,2021-12-09 06:57,
502,PR0101,Type 1,2021-12-09 06:57,2021-12-09 06:57,
503,PR0101,Type 2,2021-12-09 06:57,2021-12-09 06:57,
504,PR0275,Type 1,2021-12-09 06:57,2021-12-09 06:57,
505,PR0093,Villa Istana Willy,2021-12-09 06:57,2023-03-06 09:56,
506,PR0093,Type 2,2021-12-09 06:57,2023-03-04 06:21,2023-03-04 06:21
507,PR0313,Type 1,2021-12-09 06:57,2021-12-09 06:57,
508,PR0104,Villa Kama,2021-12-09 06:57,2023-11-15 09:56,
509,PR0104,Type 2,2021-12-09 06:58,2023-03-04 06:21,2023-03-04 06:21
510,PR0092,Villa Kanha,2021-12-09 06:58,2023-03-06 09:56,
511,PR0083,Type 1,2021-12-09 06:58,2021-12-09 06:58,
512,PR0182,Type 1,2021-12-09 06:58,2021-12-09 06:58,
513,PR0105,Type 1,2021-12-09 06:58,2021-12-09 06:58,
514,PR0080,Type 1,2021-12-09 06:58,2021-12-09 06:58,
515,PR0080,Type 2,2021-12-09 06:58,2021-12-09 06:58,
516,PR0080,Type 3,2021-12-09 06:58,2021-12-09 06:58,
517,PR0080,Type 4,2021-12-09 06:58,2021-12-09 06:58,
518,PR0107,Type 1,2021-12-09 06:58,2021-12-09 06:58,
519,PR0098,Villa Malindo,2021-12-09 06:58,2023-03-06 09:56,
520,PR0132,Type 1,2021-12-09 06:58,2021-12-09 06:58,
521,PR0091,Type 1,2021-12-09 06:58,2021-12-09 06:58,
522,PR0077,Type 1,2021-12-09 06:58,2021-12-09 06:58,
523,PR0077,Type 2,2021-12-09 06:58,2021-12-09 06:58,
524,PR0077,Type 3,2021-12-09 06:58,2021-12-09 06:58,
525,PR0077,Type 4,2021-12-09 06:58,2021-12-09 06:58,
526,PR0089,Type 1,2021-12-09 06:58,2021-12-09 06:58,
527,PR0089,Type 2,2021-12-09 06:58,2021-12-09 06:58,
528,PR0097,Type 1,2021-12-09 06:58,2021-12-09 06:58,
529,PR0097,Type 2,2021-12-09 06:58,2021-12-09 06:58,
530,PR0097,Type 3,2021-12-09 06:58,2021-12-09 06:58,
531,PR0097,Type 4,2021-12-09 06:58,2021-12-09 06:58,
532,PR0280,Type 1,2021-12-09 06:58,2021-12-09 06:58,
533,PR0099,Type 1,2021-12-09 06:58,2021-12-09 06:58,
534,PR0102,Type 1,2021-12-09 06:58,2021-12-09 06:58,
535,PR0102,Type 2,2021-12-09 06:58,2021-12-09 06:58,
536,PR0102,Type 3,2021-12-09 06:58,2021-12-09 06:58,
537,PR0102,Type 4,2021-12-09 06:58,2021-12-09 06:58,
538,PR0106,Type 1,2021-12-09 06:58,2021-12-09 06:58,
539,PR0106,Type 2,2021-12-09 06:58,2021-12-09 06:58,
540,PR0082,Type 1,2021-12-09 06:58,2021-12-09 06:58,
541,PR0082,Type 2,2021-12-09 06:58,2021-12-09 06:58,
542,PR0094,Type 1,2021-12-09 06:58,2021-12-09 06:58,
543,PR0090,Type 1,2021-12-09 06:59,2021-12-09 06:59,
544,PR0090,Type 2,2021-12-09 06:59,2021-12-09 06:59,
545,PR0187,Type 1,2021-12-09 06:59,2021-12-09 06:59,
546,PR0187,Type 2,2021-12-09 06:59,2021-12-09 06:59,
547,PR0187,Type 3,2021-12-09 06:59,2021-12-09 06:59,
548,PR0187,Type 4,2021-12-09 06:59,2021-12-09 06:59,
549,PR0136,Type 1,2021-12-09 06:59,2021-12-09 06:59,
550,PR0283,Type 1,2021-12-09 06:59,2021-12-09 06:59,
551,PR0095,Type 1,2021-12-09 06:59,2021-12-09 06:59,
552,PR0095,Type 2,2021-12-09 06:59,2021-12-09 06:59,
553,PR0095,Type 3,2021-12-09 06:59,2021-12-09 06:59,
554,PR0088,Villa Tortoise,2021-12-09 06:59,2023-11-30 15:12,
555,PR0088,Villa Tortoise - Room 1,2021-12-09 06:59,2023-11-30 15:12,
556,PR0096,Type 1,2021-12-09 06:59,2021-12-09 06:59,
557,PR0096,Type 2,2021-12-09 06:59,2021-12-09 06:59,
558,PR0285,Type 1,2021-12-09 06:59,2021-12-09 06:59,
559,PR0237,Type 1,2021-12-09 06:59,2021-12-09 06:59,
560,PR0087,Type 1,2021-12-09 06:59,2021-12-09 06:59,
561,PR0139,Type 1,2021-12-09 06:59,2021-12-09 06:59,
562,PR0287,Type 1,2021-12-09 06:59,2021-12-09 06:59,
563,PR0084,Type 1,2021-12-09 06:59,2021-12-09 06:59,
564,PR0084,Type 2,2021-12-09 06:59,2021-12-09 06:59,
565,PR0084,Type 3,2021-12-09 06:59,2021-12-09 06:59,
566,PR0084,Type 4,2021-12-09 06:59,2021-12-09 06:59,
567,PR0190,Type 1,2021-12-09 06:59,2021-12-09 06:59,
568,PR0100,Type 1,2021-12-09 06:59,2021-12-09 06:59,
569,PR0100,Type 2,2021-12-09 06:59,2021-12-09 06:59,
570,PR0100,Type 3,2021-12-09 06:59,2021-12-09 06:59,
571,PR0100,Type 4,2021-12-09 06:59,2021-12-09 06:59,
572,PR0086,Type 1,2021-12-09 06:59,2021-12-09 06:59,
573,PR0086,Type 2,2021-12-09 06:59,2021-12-09 06:59,
574,PR0086,Type 3,2021-12-09 06:59,2021-12-09 06:59,
575,PR0081,Yoga Searcher,2021-12-09 06:59,2023-03-06 09:56,
576,PR0075,Type 1,2021-12-09 06:59,2021-12-09 06:59,
577,PR0075,Type 2,2021-12-09 07:00,2021-12-09 07:00,
578,PR0074,Type 1,2021-12-09 07:00,2021-12-09 07:00,
579,PR0074,Type 2,2021-12-09 07:00,2021-12-09 07:00,
580,PR0073,Type 1,2021-12-09 07:00,2021-12-09 07:00,
581,PR0073,Type 2,2021-12-09 07:00,2021-12-09 07:00,
582,PR0073,Type 3,2021-12-09 07:00,2021-12-09 07:00,
583,PR0072,Type 1,2021-12-09 07:00,2021-12-09 07:00,
584,PR0072,Type 2,2021-12-09 07:00,2021-12-09 07:00,
585,PR0070,Type 1,2021-12-09 07:00,2021-12-09 07:00,
586,PR0070,Type 2,2021-12-09 07:00,2021-12-09 07:00,
587,PR0291,Type 1,2021-12-09 07:00,2021-12-09 07:00,
588,PR0291,Type 2,2021-12-09 07:00,2021-12-09 07:00,
589,PR0067,Type 1,2021-12-09 07:00,2021-12-09 07:00,
590,PR0066,Type 1,2021-12-09 07:00,2021-12-09 07:00,
591,PR0066,Type 2,2021-12-09 07:00,2021-12-09 07:00,
592,PR0085,Type 1,2021-12-09 07:00,2021-12-09 07:00,
593,PR0085,Type 2,2021-12-09 07:00,2021-12-09 07:00,
594,PR0085,Type 3,2021-12-09 07:00,2021-12-09 07:00,
595,PR0085,Type 4,2021-12-09 07:00,2021-12-09 07:00,
596,PR0063,Type 1,2021-12-09 07:00,2021-12-09 07:00,
597,PR0065,Type 1,2021-12-09 07:00,2021-12-09 07:00,
598,PR0065,Type 2,2021-12-09 07:00,2021-12-09 07:00,
599,PR0065,Type 3,2021-12-09 07:00,2021-12-09 07:00,
600,PR0065,Type 4,2021-12-09 07:00,2021-12-09 07:00,
601,PR0065,Type 5,2021-12-09 07:00,2021-12-09 07:00,
602,PR0195,Type 1,2021-12-09 07:00,2021-12-09 07:00,
603,PR0060,Type 1,2021-12-09 07:00,2021-12-09 07:00,
604,PR0057,Type 1,2021-12-09 07:00,2023-03-04 06:21,2023-03-04 06:21
605,PR0069,Type 1,2021-12-09 07:00,2021-12-09 07:00,
606,PR0069,Type 2,2021-12-09 07:00,2021-12-09 07:00,
607,PR0069,Type 3,2021-12-09 07:00,2021-12-09 07:00,
608,PR0069,Type 4,2021-12-09 07:00,2021-12-09 07:00,
609,PR0064,Type 1,2021-12-09 07:01,2021-12-09 07:01,
610,PR0055,Entire,2021-12-09 07:01,2023-03-06 09:56,
611,PR0059,Type 1,2021-12-09 07:01,2021-12-09 07:01,
612,PR0059,Type 2,2021-12-09 07:01,2021-12-09 07:01,
613,PR0059,Type 3,2021-12-09 07:01,2021-12-09 07:01,
614,PR0058,Type 1,2021-12-09 07:01,2021-12-09 07:01,
615,PR0058,Type 2,2021-12-09 07:01,2021-12-09 07:01,
616,PR0058,Type 3,2021-12-09 07:01,2021-12-09 07:01,
617,PR0058,Type 4,2021-12-09 07:01,2021-12-09 07:01,
618,PR0068,Type 1,2021-12-09 07:01,2021-12-09 07:01,
619,PR0068,Type 2,2021-12-09 07:01,2021-12-09 07:01,
620,PR0068,Type 3,2021-12-09 07:01,2021-12-09 07:01,
621,PR0056,Type 1,2021-12-09 07:01,2021-12-09 07:01,
622,PR0056,Type 2,2021-12-09 07:01,2021-12-09 07:01,
623,PR0056,Type 3,2021-12-09 07:01,2021-12-09 07:01,
624,PR0056,Type 4,2021-12-09 07:01,2021-12-09 07:01,
625,PR0384,Type 1,2021-12-09 07:01,2021-12-09 07:01,
626,PR0384,Type 2,2021-12-09 07:01,2021-12-09 07:01,
627,PR0061,Type 1,2021-12-09 07:01,2021-12-09 07:01,
628,PR0061,Type 2,2021-12-09 07:01,2021-12-09 07:01,
629,PR0054,Type 1,2021-12-09 07:01,2021-12-09 07:01,
630,PR0054,Type 2,2021-12-09 07:01,2021-12-09 07:01,
631,PR0050,Type 1,2021-12-09 07:01,2021-12-09 07:01,
632,PR0050,Type 2,2021-12-09 07:01,2021-12-09 07:01,
633,PR0050,Type 3,2021-12-09 07:01,2021-12-09 07:01,
634,PR0051,Entire,2021-12-09 07:01,2023-03-06 09:56,
635,PR0053,Type 1,2021-12-09 07:01,2021-12-09 07:01,
636,PR0053,Type 2,2021-12-09 07:01,2021-12-09 07:01,
637,PR0053,Type 3,2021-12-09 07:01,2021-12-09 07:01,
638,PR0053,Type 4,2021-12-09 07:01,2021-12-09 07:01,
639,PR0052,Downstairs/Upstairs,2021-12-09 07:01,2023-03-06 09:56,
640,PR0052,Type 2,2021-12-09 07:01,2023-03-04 06:21,2023-03-04 06:21
641,PR0049,Type 1,2021-12-09 07:02,2021-12-09 07:02,
642,PR0049,Type 2,2021-12-09 07:02,2021-12-09 07:02,
643,PR0049,Type 3,2021-12-09 07:02,2021-12-09 07:02,
644,PR0049,Type 4,2021-12-09 07:02,2021-12-09 07:02,
645,PR0048,Type 1,2021-12-09 07:02,2021-12-09 07:02,
646,PR0048,Type 2,2021-12-09 07:02,2021-12-09 07:02,
647,PR0047,Type 1,2021-12-09 07:02,2021-12-09 07:02,
648,PR0047,Type 2,2021-12-09 07:02,2021-12-09 07:02,
649,PR0047,Type 3,2021-12-09 07:02,2021-12-09 07:02,
650,PR0046,Type 1,2021-12-09 07:02,2021-12-09 07:02,
651,PR0046,Type 2,2021-12-09 07:02,2021-12-09 07:02,
652,PR0045,Type 1,2021-12-09 07:02,2021-12-09 07:02,
653,PR0045,Type 2,2021-12-09 07:02,2021-12-09 07:02,
654,PR0045,Type 3,2021-12-09 07:02,2021-12-09 07:02,
655,PR0045,Type 4,2021-12-09 07:02,2021-12-09 07:02,
656,PR0044,Type 1,2021-12-09 07:02,2021-12-09 07:02,
657,PR0044,Type 2,2021-12-09 07:02,2021-12-09 07:02,
658,PR0044,Type 3,2021-12-09 07:02,2021-12-09 07:02,
659,PR0044,Type 4,2021-12-09 07:02,2021-12-09 07:02,
660,PR0043,Type 1,2021-12-09 07:02,2021-12-09 07:02,
661,PR0043,Type 2,2021-12-09 07:02,2021-12-09 07:02,
662,PR0043,Type 3,2021-12-09 07:02,2021-12-09 07:02,
663,PR0043,Type 4,2021-12-09 07:02,2021-12-09 07:02,
664,PR0042,Type 1,2021-12-09 07:02,2021-12-09 07:02,
665,PR0042,Type 2,2021-12-09 07:02,2021-12-09 07:02,
666,PR0038,Type 1,2021-12-09 07:02,2021-12-09 07:02,
667,PR0038,Type 2,2021-12-09 07:02,2021-12-09 07:02,
668,PR0038,Type 3,2021-12-09 07:02,2021-12-09 07:02,
669,PR0038,Type 4,2021-12-09 07:02,2021-12-09 07:02,
670,PR0041,Type 1,2021-12-09 07:02,2021-12-09 07:02,
671,PR0035,Type 1,2021-12-09 07:02,2021-12-09 07:02,
672,PR0035,Type 2,2021-12-09 07:03,2021-12-09 07:03,
673,PR0035,Type 3,2021-12-09 07:03,2021-12-09 07:03,
674,PR0035,Type 4,2021-12-09 07:03,2021-12-09 07:03,
675,PR0034,Type 1,2021-12-09 07:03,2021-12-09 07:03,
676,PR0034,Type 2,2021-12-09 07:03,2021-12-09 07:03,
677,PR0034,Type 3,2021-12-09 07:03,2021-12-09 07:03,
678,PR0033,Type 1,2021-12-09 07:03,2021-12-09 07:03,
679,PR0033,Type 2,2021-12-09 07:03,2021-12-09 07:03,
680,PR0032,Type 1,2021-12-09 07:03,2021-12-09 07:03,
681,PR0032,Type 2,2021-12-09 07:03,2021-12-09 07:03,
682,PR0032,Type 3,2021-12-09 07:03,2021-12-09 07:03,
683,PR0030,Type 1,2021-12-09 07:03,2021-12-09 07:03,
684,PR0029,Type 1,2021-12-09 07:03,2021-12-09 07:03,
685,PR0019,Type 1,2021-12-09 07:03,2021-12-09 07:03,
686,PR0018,Type 1,2021-12-09 07:03,2021-12-09 07:03,
687,PR0018,Type 2,2021-12-09 07:03,2021-12-09 07:03,
688,PR0018,Type 3,2021-12-09 07:03,2021-12-09 07:03,
689,PR0021,Type 1,2021-12-09 07:03,2021-12-09 07:03,
690,PR0021,Type 2,2021-12-09 07:03,2021-12-09 07:03,
691,PR0021,Type 3,2021-12-09 07:03,2021-12-09 07:03,
692,PR0021,Type 4,2021-12-09 07:03,2021-12-09 07:03,
693,PR0021,Type 5,2021-12-09 07:03,2021-12-09 07:03,
694,PR0020,Type 1,2021-12-09 07:03,2021-12-09 07:03,
695,PR0020,Type 2,2021-12-09 07:03,2021-12-09 07:03,
696,PR0020,Type 3,2021-12-09 07:03,2021-12-09 07:03,
697,PR0020,Type 4,2021-12-09 07:03,2021-12-09 07:03,
698,PR0016,Type 1,2021-12-09 07:03,2021-12-09 07:03,
699,PR0016,Type 2,2021-12-09 07:03,2021-12-09 07:03,
700,PR0012,Type 1,2021-12-09 07:03,2021-12-09 07:03,
701,PR0009,Type 1,2021-12-09 07:03,2021-12-09 07:03,
702,PR0009,Type 2,2021-12-09 07:03,2021-12-09 07:03,
703,PR0008,Type 1,2021-12-09 07:03,2021-12-09 07:03,
704,PR0008,Type 2,2021-12-09 07:04,2021-12-09 07:04,
705,PR0008,Type 3,2021-12-09 07:04,2021-12-09 07:04,
706,PR0007,Type 1,2021-12-09 07:04,2021-12-09 07:04,
707,PR0007,Type 2,2021-12-09 07:04,2021-12-09 07:04,
708,PR0007,Type 3,2021-12-09 07:04,2021-12-09 07:04,
709,PR0007,Type 4,2021-12-09 07:04,2021-12-09 07:04,
710,PR0001,Type 1,2021-12-09 07:04,2021-12-09 07:04,
711,PR0001,Type 2,2021-12-09 07:04,2021-12-09 07:04,
712,PR0152,Type 1,2021-12-09 07:04,2021-12-09 07:04,
713,PR0308,Type 1,2021-12-09 07:04,2021-12-09 07:04,
714,PR0308,Type 2,2021-12-09 07:04,2021-12-09 07:04,
715,PR0308,Type 3,2021-12-09 07:04,2021-12-09 07:04,
716,PR0309,Type 1,2021-12-09 07:04,2021-12-09 07:04,
717,PR0309,Type 2,2021-12-09 07:04,2021-12-09 07:04,
718,PR0309,Type 3,2021-12-09 07:04,2021-12-09 07:04,
719,PR0310,Type 1,2021-12-09 07:04,2021-12-09 07:04,
720,PR0310,Type 2,2021-12-09 07:04,2021-12-09 07:04,
721,PR0310,Type 3,2021-12-09 07:04,2021-12-09 07:04,
722,PR0311,Type 1,2021-12-09 07:04,2021-12-09 07:04,
723,PR0311,Type 2,2021-12-09 07:04,2021-12-09 07:04,
724,PR0311,Type 3,2021-12-09 07:04,2021-12-09 07:04,
725,PR0312,Type 1,2021-12-09 07:04,2021-12-09 07:04,
726,PR0312,Type 2,2021-12-09 07:04,2021-12-09 07:04,
727,PR0312,Type 3,2021-12-09 07:04,2021-12-09 07:04,
728,PR0312,Type 4,2021-12-09 07:04,2021-12-09 07:04,
729,PR0314,Wooden,2021-12-09 07:04,2023-03-06 10:08,
730,PR0314,Standard,2021-12-09 07:04,2023-03-06 10:08,
731,PR0316,Type 1,2021-12-09 07:04,2021-12-09 07:04,
732,PR0317,Type 1,2021-12-09 07:04,2021-12-09 07:04,
733,PR0317,Type 2,2021-12-09 07:04,2021-12-09 07:04,
734,PR0318,Type 1,2021-12-09 07:05,2021-12-09 07:05,
735,PR0321,Type 1,2021-12-09 07:05,2021-12-09 07:05,
736,PR0323,Type 1,2021-12-09 07:05,2021-12-09 07:05,
737,PR0323,Type 2,2021-12-09 07:05,2021-12-09 07:05,
738,PR0325,Type 1,2021-12-09 07:05,2021-12-09 07:05,
739,PR0326,Type 1,2021-12-09 07:05,2021-12-09 07:05,
740,PR0327,Type 1,2021-12-09 07:05,2021-12-09 07:05,
741,PR0327,Type 2,2021-12-09 07:05,2021-12-09 07:05,
742,PR0327,Type 3,2021-12-09 07:05,2021-12-09 07:05,
743,PR0328,Type 1,2021-12-09 07:05,2021-12-09 07:05,
744,PR0328,Type 2,2021-12-09 07:05,2021-12-09 07:05,
745,PR0329,Type 1,2021-12-09 07:05,2021-12-09 07:05,
746,PR0331,Type 1,2021-12-09 07:05,2021-12-09 07:05,
747,PR0332,Type 1,2021-12-09 07:05,2021-12-09 07:05,
748,PR0332,Type 2,2021-12-09 07:05,2021-12-09 07:05,
749,PR0332,Type 3,2021-12-09 07:05,2021-12-09 07:05,
750,PR0332,Type 4,2021-12-09 07:05,2021-12-09 07:05,
751,PR0333,Type 1,2021-12-09 07:05,2021-12-09 07:05,
752,PR0333,Type 2,2021-12-09 07:05,2021-12-09 07:05,
753,PR0333,Type 3,2021-12-09 07:05,2021-12-09 07:05,
754,PR0334,Type 1,2021-12-09 07:05,2021-12-09 07:05,
755,PR0335,Type 1,2021-12-09 07:05,2021-12-09 07:05,
756,PR0335,Type 2,2021-12-09 07:05,2021-12-09 07:05,
757,PR0335,Type 3,2021-12-09 07:05,2021-12-09 07:05,
758,PR0335,Type 4,2021-12-09 07:05,2021-12-09 07:05,
759,PR0336,Type 1,2021-12-09 07:05,2021-12-09 07:05,
760,PR0336,Type 2,2021-12-09 07:05,2021-12-09 07:05,
761,PR0336,Type 3,2021-12-09 07:05,2021-12-09 07:05,
762,PR0337,Type 1,2021-12-09 07:05,2021-12-09 07:05,
763,PR0337,Type 2,2021-12-09 07:05,2021-12-09 07:05,
764,PR0339,Bigger Type,2021-12-09 07:06,2023-03-07 10:10,
765,PR0340,Single,2021-12-09 07:06,2023-03-06 09:56,
766,PR0340,Type 2,2021-12-09 07:06,2023-03-04 06:21,2023-03-04 06:21
767,PR0340,Type 3,2021-12-09 07:06,2023-03-04 06:21,2023-03-04 06:21
768,PR0341,Type 1,2021-12-09 07:06,2021-12-09 07:06,
769,PR0341,Type 2,2021-12-09 07:06,2021-12-09 07:06,
770,PR0341,Type 3,2021-12-09 07:06,2021-12-09 07:06,
771,PR0342,Type 1,2021-12-09 07:06,2021-12-09 07:06,
772,PR0342,Type 2,2021-12-09 07:06,2021-12-09 07:06,
773,PR0342,Type 3,2021-12-09 07:06,2021-12-09 07:06,
774,PR0342,Type 4,2021-12-09 07:06,2021-12-09 07:06,
775,PR0343,Type 1,2021-12-09 07:06,2021-12-09 07:06,
776,PR0343,Type 2,2021-12-09 07:06,2021-12-09 07:06,
777,PR0344,Type 1,2021-12-09 07:06,2021-12-09 07:06,
778,PR0345,Bungalow Double,2021-12-09 07:06,2023-03-07 10:10,
779,PR0346,Type 1,2021-12-09 07:06,2021-12-09 07:06,
780,PR0346,Type 2,2021-12-09 07:06,2021-12-09 07:06,
781,PR0346,Type 3,2021-12-09 07:06,2021-12-09 07:06,
782,PR0346,Type 4,2021-12-09 07:06,2021-12-09 07:06,
