unit_type_id,property_id,name,created_at,updated_at,deleted_at
783,PR0348,Type 1,2021-12-09 07:06,2021-12-09 07:06,
784,PR0349,Type 1,2021-12-09 07:06,2021-12-09 07:06,
785,PR0349,Type 2,2021-12-09 07:06,2021-12-09 07:06,
786,PR0349,Type 3,2021-12-09 07:06,2021-12-09 07:06,
787,PR0349,Type 4,2021-12-09 07:06,2021-12-09 07:06,
788,PR0350,Type 1,2021-12-09 07:06,2021-12-09 07:06,
789,PR0351,Type 1,2021-12-09 07:06,2021-12-09 07:06,
790,PR0351,Type 2,2021-12-09 07:06,2021-12-09 07:06,
791,PR0351,Type 3,2021-12-09 07:06,2021-12-09 07:06,
792,PR0353,Type 1,2021-12-09 07:06,2021-12-09 07:06,
793,PR0354,5BR Villa,2021-12-09 07:06,2023-03-06 09:56,
794,PR0354,Type 2,2021-12-09 07:07,2023-03-04 06:21,2023-03-04 06:21
795,PR0355,Entire,2021-12-09 07:07,2023-03-06 09:56,
796,PR0356,Type 1,2021-12-09 07:07,2021-12-09 07:07,
797,PR0357,Type 1,2021-12-09 07:07,2021-12-09 07:07,
798,PR0358,Type 1,2021-12-09 07:07,2021-12-09 07:07,
799,PR0359,Type 1,2021-12-09 07:07,2021-12-09 07:07,
800,PR0359,Type 2,2021-12-09 07:07,2021-12-09 07:07,
801,PR0359,Type 3,2021-12-09 07:07,2021-12-09 07:07,
802,PR0359,Type 4,2021-12-09 07:07,2021-12-09 07:07,
803,PR0360,Type 1,2021-12-09 07:07,2021-12-09 07:07,
804,PR0360,Type 2,2021-12-09 07:07,2021-12-09 07:07,
805,PR0361,Type 1,2021-12-09 07:07,2021-12-09 07:07,
806,PR0362,Type 1,2021-12-09 07:07,2021-12-09 07:07,
807,PR0362,Type 2,2021-12-09 07:07,2021-12-09 07:07,
808,PR0362,Type 3,2021-12-09 07:07,2021-12-09 07:07,
809,PR0363,Type 1,2021-12-09 07:07,2023-03-04 06:21,2023-03-04 06:21
810,PR0363,Type 2,2021-12-09 07:07,2023-03-04 06:21,2023-03-04 06:21
811,PR0364,Type 1,2021-12-09 07:07,2021-12-09 07:07,
812,PR0365,Type 1,2021-12-09 07:07,2021-12-09 07:07,
813,PR0365,Type 2,2021-12-09 07:07,2021-12-09 07:07,
814,PR0365,Type 3,2021-12-09 07:07,2021-12-09 07:07,
815,PR0365,Type 4,2021-12-09 07:07,2021-12-09 07:07,
816,PR0366,Room,2021-12-09 07:07,2023-03-06 09:56,
817,PR0367,Type 1,2021-12-09 07:07,2021-12-09 07:07,
818,PR0368,Type 1,2021-12-09 07:07,2021-12-09 07:07,
819,PR0368,Type 2,2021-12-09 07:07,2021-12-09 07:07,
820,PR0369,Type 1,2021-12-09 07:07,2021-12-09 07:07,
821,PR0369,Type 2,2021-12-09 07:07,2021-12-09 07:07,
822,PR0370,Entire,2021-12-09 07:07,2023-03-06 09:56,
823,PR0371,Superior Twin,2021-12-09 07:07,2023-03-07 10:10,
824,PR0372,Type 1,2021-12-09 07:07,2021-12-09 07:07,
825,PR0374,Type 1,2021-12-09 07:08,2021-12-09 07:08,
826,PR0375,Type 1,2021-12-09 07:08,2021-12-09 07:08,
827,PR0330,Type 1,2021-12-09 07:08,2021-12-09 07:08,
828,PR0376,Type 1,2021-12-09 07:08,2021-12-09 07:08,
829,PR0377,Type 1,2021-12-09 07:08,2021-12-09 07:08,
830,PR0377,Type 2,2021-12-09 07:08,2021-12-09 07:08,
831,PR0377,Type 3,2021-12-09 07:08,2021-12-09 07:08,
832,PR0379,Type 1,2021-12-09 07:08,2021-12-09 07:08,
833,PR0379,Type 2,2021-12-09 07:08,2021-12-09 07:08,
834,PR0379,Type 3,2021-12-09 07:08,2021-12-09 07:08,
835,PR0380,Type 1,2021-12-09 07:08,2021-12-09 07:08,
836,PR0380,Type 2,2021-12-09 07:08,2021-12-09 07:08,
837,PR0381,Type 1,2021-12-09 07:08,2021-12-09 07:08,
838,PR0381,Type 2,2021-12-09 07:08,2021-12-09 07:08,
839,PR0373,Villa Olel - Suite 1,2021-12-09 07:08,2023-03-06 09:56,
840,PR0373,Villa Olel - Suite 3,2021-12-09 07:08,2023-03-07 10:10,
841,PR0383,Twin,2021-12-09 07:08,2023-03-06 08:59,
842,PR0383,Double,2021-12-09 07:08,2023-03-06 08:59,
843,PR0383,Type 3,2021-12-09 07:08,2023-03-04 06:21,2023-03-04 06:21
844,PR0383,Type 4,2021-12-09 07:08,2023-03-04 06:21,2023-03-04 06:21
845,PR0385,Type 1,2021-12-09 07:08,2022-08-13 04:47,
846,PR0386,Type 1,2021-12-09 07:08,2021-12-09 07:08,
847,PR0386,Type 2,2021-12-09 07:08,2021-12-09 07:08,
848,PR0390,Type 1,2021-12-09 07:08,2021-12-09 07:08,
849,PR0390,Type 2,2021-12-09 07:08,2021-12-09 07:08,
850,PR0390,Type 3,2021-12-09 07:08,2021-12-09 07:08,
851,PR0390,Type 4,2021-12-09 07:08,2021-12-09 07:08,
852,PR0387,Entire,2021-12-09 07:08,2023-03-06 09:56,
853,PR0391,Type 1,2021-12-09 07:08,2021-12-09 07:08,
854,PR0391,Type 2,2021-12-09 07:09,2021-12-09 07:09,
855,PR0391,Type 3,2021-12-09 07:09,2021-12-09 07:09,
856,PR0391,Type 4,2021-12-09 07:09,2021-12-09 07:09,
857,PR0392,Type 1,2021-12-09 07:09,2021-12-09 07:09,
858,PR0392,Type 2,2021-12-09 07:09,2021-12-09 07:09,
859,PR0392,Type 3,2021-12-09 07:09,2021-12-09 07:09,
860,PR0392,Type 4,2021-12-09 07:09,2021-12-09 07:09,
861,PR0393,Type 1,2021-12-09 07:09,2021-12-09 07:09,
862,PR0394,Type 1,2021-12-09 07:09,2021-12-09 07:09,
863,PR0395,Apartment City View,2021-12-09 07:09,2023-03-07 10:10,
864,PR0396,Type 1,2021-12-09 07:09,2021-12-09 07:09,
865,PR0396,Type 2,2021-12-09 07:09,2021-12-09 07:09,
866,PR0396,Type 3,2021-12-09 07:09,2021-12-09 07:09,
867,PR0397,Raja Surga Ubud,2021-12-09 07:09,2023-03-06 09:56,
868,PR0398,Room,2021-12-09 07:09,2023-03-06 09:56,
869,PR0398,Type 2,2021-12-09 07:09,2023-03-04 06:21,2023-03-04 06:21
870,PR0399,Type 1,2021-12-09 07:09,2021-12-09 07:09,
871,PR0399,Type 2,2021-12-09 07:09,2021-12-09 07:09,
872,PR0400,Bungalow,2021-12-09 07:09,2023-03-06 09:56,
873,PR0400,Type 2,2021-12-09 07:09,2023-03-04 06:21,2023-03-04 06:21
874,PR0401,Type 1,2021-12-09 07:09,2021-12-09 07:09,
875,PR0401,Type 2,2021-12-09 07:09,2021-12-09 07:09,
876,PR0402,Type 1,2021-12-09 07:09,2021-12-09 07:09,
877,PR0403,Type 1,2021-12-09 07:09,2021-12-09 07:09,
878,PR0404,Kamisama Joglo,2021-12-09 07:09,2023-03-07 10:10,
879,PR0404,Joglo Small,2021-12-09 07:09,2023-03-07 10:10,
880,PR0406,Type 1,2021-12-09 07:09,2021-12-09 07:09,
881,PR0407,Type 1,2021-12-09 07:09,2021-12-09 07:09,
882,PR0683,Type 1,2021-12-09 07:09,2021-12-09 07:09,
883,PR0683,Type 2,2021-12-09 07:09,2021-12-09 07:09,
884,PR0409,Sunrise House - GV,2021-12-09 07:09,2023-03-06 09:56,
885,PR0410,Type 1,2021-12-09 07:10,2021-12-09 07:10,
886,PR0410,Type 2,2021-12-09 07:10,2021-12-09 07:10,
887,PR0410,Type 3,2021-12-09 07:10,2021-12-09 07:10,
888,PR0410,Type 4,2021-12-09 07:10,2021-12-09 07:10,
889,PR0411,Type 1,2021-12-09 07:10,2021-12-09 07:10,
890,PR0411,Type 2,2021-12-09 07:10,2021-12-09 07:10,
891,PR0411,Type 3,2021-12-09 07:10,2021-12-09 07:10,
892,PR0412,Entire,2021-12-09 07:10,2023-03-06 09:56,
893,PR0413,Type 1,2021-12-09 07:10,2021-12-09 07:10,
894,PR0413,Type 2,2021-12-09 07:10,2021-12-09 07:10,
895,PR0414,Type 1,2021-12-09 07:10,2021-12-09 07:10,
896,PR0414,Type 2,2021-12-09 07:10,2021-12-09 07:10,
897,PR0415,Type 1,2021-12-09 07:10,2021-12-09 07:10,
898,PR0415,Type 2,2021-12-09 07:10,2021-12-09 07:10,
899,PR0416,Type 1,2021-12-09 07:10,2021-12-09 07:10,
900,PR0416,Type 2,2021-12-09 07:10,2021-12-09 07:10,
901,PR0417,3BR Villa 3,2021-12-09 07:10,2024-05-15 04:00,
902,PR0417,Type 2,2021-12-09 07:10,2023-03-04 06:21,2023-03-04 06:21
903,PR0418,Type 1,2021-12-09 07:10,2021-12-09 07:10,
904,PR0418,Type 2,2021-12-09 07:10,2021-12-09 07:10,
905,PR0418,Type 3,2021-12-09 07:10,2021-12-09 07:10,
906,PR0419,Room,2021-12-09 07:10,2023-03-06 09:56,
907,PR0420,Type 1,2021-12-09 07:10,2021-12-09 07:10,
908,PR0421,Type 1,2021-12-09 07:10,2021-12-09 07:10,
909,PR0421,Type 2,2021-12-09 07:10,2021-12-09 07:10,
910,PR0422,Type 1,2021-12-09 07:10,2021-12-09 07:10,
911,PR0422,Type 2,2021-12-09 07:10,2021-12-09 07:10,
912,PR0423,Lumbung,2021-12-09 07:10,2023-03-07 10:10,
913,PR0424,Whole,2021-12-09 07:10,2023-03-06 09:56,
914,PR0424,Type 2,2021-12-09 07:10,2023-03-04 06:21,2023-03-04 06:21
915,PR0425,Type 1,2021-12-09 07:10,2021-12-09 07:10,
916,PR0426,Type 1,2021-12-09 07:10,2021-12-09 07:10,
917,PR0427,Bungalow (Allocation),2021-12-09 07:11,2023-06-06 09:42,
918,PR0429,Type 1,2021-12-09 07:11,2021-12-09 07:11,
919,PR0432,Entire,2021-12-09 07:11,2023-03-06 09:56,
920,PR0433,Type 1,2021-12-09 07:11,2021-12-09 07:11,
921,PR0433,Type 2,2021-12-09 07:11,2021-12-09 07:11,
922,PR0433,Type 3,2021-12-09 07:11,2021-12-09 07:11,
923,PR0435,Entire House 4BR,2021-12-09 07:11,2023-03-06 09:56,
924,PR0437,Type 1,2021-12-09 07:11,2021-12-09 07:11,
925,PR0438,Type 1,2021-12-09 07:11,2021-12-09 07:11,
926,PR0440,Type 1,2021-12-09 07:11,2021-12-09 07:11,
927,PR0442,Twin,2021-12-09 07:11,2023-03-07 10:10,
928,PR0434,Type 1,2021-12-09 07:11,2021-12-09 07:11,
929,PR0434,Type 2,2021-12-09 07:11,2021-12-09 07:11,
930,PR0434,Type 3,2021-12-09 07:11,2021-12-09 07:11,
931,PR0434,Type 4,2021-12-09 07:11,2021-12-09 07:11,
932,PR0446,Type 1,2021-12-09 07:11,2021-12-09 07:11,
933,PR0446,Type 2,2021-12-09 07:11,2021-12-09 07:11,
934,PR0447,Bungalow,2021-12-09 07:11,2023-03-06 09:56,
935,PR0448,Type 1,2021-12-09 07:11,2021-12-09 07:11,
936,PR0449,Type 1,2021-12-09 07:11,2021-12-09 07:11,
937,PR0450,Type 1,2021-12-09 07:11,2021-12-09 07:11,
938,PR0455,Type 1,2021-12-09 07:11,2021-12-09 07:11,
939,PR0455,Type 2,2021-12-09 07:11,2021-12-09 07:11,
940,PR0455,Type 3,2021-12-09 07:11,2021-12-09 07:11,
941,PR0453,Entire House,2021-12-09 07:11,2023-03-06 09:56,
942,PR0460,Villa Damuh,2021-12-09 07:11,2023-03-06 09:56,
943,PR0464,Type 1,2021-12-09 07:11,2021-12-09 07:11,
944,PR0465,Type 1,2021-12-09 07:11,2021-12-09 07:11,
945,PR0465,Type 2,2021-12-09 07:12,2021-12-09 07:12,
946,PR0465,Type 3,2021-12-09 07:12,2021-12-09 07:12,
947,PR0465,Type 4,2021-12-09 07:12,2021-12-09 07:12,
948,PR0465,Type 5,2021-12-09 07:12,2021-12-09 07:12,
949,PR0467,Downstairs/Upstairs,2021-12-09 07:12,2023-03-06 09:56,
950,PR0467,Type 2,2021-12-09 07:12,2023-03-04 06:21,2023-03-04 06:21
951,PR0474,Raka Rai Villa,2021-12-09 07:12,2023-03-06 09:56,
952,PR0475,Standard,2021-12-09 07:12,2023-03-07 10:10,
953,PR0477,Type 1,2021-12-09 07:12,2021-12-09 07:12,
954,PR0485,Uluwatu Kayana Bungalows,2021-12-09 07:12,2023-03-06 09:56,
955,PR0486,Pondok Nini Villa,2021-12-09 07:12,2023-03-06 09:56,
956,PR0487,Type 1,2021-12-09 07:12,2021-12-09 07:12,
957,PR0489,Type 1,2021-12-09 07:12,2021-12-09 07:12,
958,PR0488,Type 1,2021-12-09 07:12,2021-12-09 07:12,
959,PR0488,Type 2,2021-12-09 07:12,2021-12-09 07:12,
960,PR0488,Type 3,2021-12-09 07:12,2021-12-09 07:12,
961,PR0494,Type 1,2021-12-09 07:12,2023-03-04 06:21,2023-03-04 06:21
962,PR0493,Type 1,2021-12-09 07:12,2021-12-09 07:12,
963,PR0493,Type 2,2021-12-09 07:12,2021-12-09 07:12,
964,PR0497,Type 1,2021-12-09 07:12,2022-08-04 08:04,
965,PR0497,Type 2,2021-12-09 07:12,2022-08-04 08:04,2022-08-04 08:04
966,PR0497,Type 3,2021-12-09 07:12,2022-08-04 08:04,2022-08-04 08:04
967,PR0499,Type 1,2021-12-09 07:12,2021-12-09 07:12,
968,PR0499,Type 2,2021-12-09 07:12,2021-12-09 07:12,
969,PR0499,Type 3,2021-12-09 07:12,2021-12-09 07:12,
970,PR0492,Amazon GH,2021-12-09 07:12,2023-03-06 09:56,
971,PR0492,Type 2,2021-12-09 07:12,2023-03-04 06:21,2023-03-04 06:21
972,PR0492,Type 3,2021-12-09 07:12,2023-03-04 06:21,2023-03-04 06:21
973,PR0500,Blu Apsara,2021-12-09 07:12,2023-03-06 09:56,
974,PR0500,Type 2,2021-12-09 07:12,2023-03-04 06:21,2023-03-04 06:21
975,PR0502,Room,2021-12-09 07:13,2023-03-06 09:56,
976,PR0502,Type 2,2021-12-09 07:13,2023-03-04 06:21,2023-03-04 06:21
977,PR0498,Type 1,2021-12-09 07:13,2021-12-09 07:13,
978,PR0498,Type 2,2021-12-09 07:13,2021-12-09 07:13,
979,PR0498,Type 3,2021-12-09 07:13,2021-12-09 07:13,
980,PR0508,Type 1,2021-12-09 07:13,2021-12-09 07:13,
981,PR0508,Type 2,2021-12-09 07:13,2021-12-09 07:13,
982,PR0508,Type 3,2021-12-09 07:13,2021-12-09 07:13,
983,PR0508,Type 4,2021-12-09 07:13,2021-12-09 07:13,
984,PR0504,Type 1,2021-12-09 07:13,2021-12-09 07:13,
985,PR0512,Rumah Taman Kutuh,2021-12-09 07:13,2023-03-06 09:56,
986,PR0510,Kencana Homestay,2021-12-09 07:13,2023-03-06 09:56,
987,PR0513,Asri Village,2021-12-09 07:13,2023-03-06 09:56,
988,PR0517,Type 1,2021-12-09 07:13,2021-12-09 07:13,
989,PR0517,Type 2,2021-12-09 07:13,2021-12-09 07:13,
990,PR0515,Type 1,2021-12-09 07:13,2021-12-09 07:13,
991,PR0515,Type 2,2021-12-09 07:13,2021-12-09 07:13,
992,PR0516,Type 1,2021-12-09 07:13,2021-12-09 07:13,
993,PR0516,Type 2,2021-12-09 07:13,2021-12-09 07:13,
994,PR0516,Type 3,2021-12-09 07:13,2021-12-09 07:13,
995,PR0516,Type 4,2021-12-09 07:13,2021-12-09 07:13,
996,PR0516,Type 5,2021-12-09 07:13,2021-12-09 07:13,
997,PR0519,Lumbung,2021-12-09 07:13,2023-03-07 10:10,
998,PR0529,Villa Belle-Isle,2021-12-09 07:13,2023-03-06 09:56,
999,PR0528,Pondok Dahayu 4BR,2021-12-09 07:13,2023-03-06 09:56,
1000,PR0536,Type 1,2021-12-09 07:13,2021-12-09 07:13,
1001,PR0545,Type 1,2021-12-09 07:13,2021-12-09 07:13,
1002,PR0518,Standard,2021-12-09 07:13,2023-05-04 05:37,
1003,PR0518,Deluxe,2021-12-09 07:14,2023-05-04 05:37,
1004,PR0546,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1005,PR0547,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1006,PR0544,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1007,PR0544,Type 2,2021-12-09 07:14,2021-12-09 07:14,
1008,PR0560,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1009,PR0562,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1010,PR0562,Type 2,2021-12-09 07:14,2021-12-09 07:14,
1011,PR0563,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1012,PR0563,Type 2,2021-12-09 07:14,2021-12-09 07:14,
1013,PR0564,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1014,PR0553,Entire,2021-12-09 07:14,2023-03-06 09:56,
1015,PR0553,Type 2,2021-12-09 07:14,2023-03-04 06:21,2023-03-04 06:21
1016,PR0566,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1017,PR0554,Standard,2021-12-09 07:14,2023-12-01 02:28,
1018,PR0570,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1019,PR0568,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1020,PR0576,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1021,PR0577,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1022,PR0582,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1023,PR0582,Type 2,2021-12-09 07:14,2021-12-09 07:14,
1024,PR0592,Unit,2021-12-09 07:14,2022-03-19 06:08,
1025,PR0594,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1026,PR0594,Type 2,2021-12-09 07:14,2021-12-09 07:14,
1027,PR0575,Double,2021-12-09 07:14,2023-06-28 07:18,
1028,PR0575,Type 2,2021-12-09 07:14,2023-03-04 06:21,2023-03-04 06:21
1029,PR0593,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1030,PR0601,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1031,PR0601,Type 2,2021-12-09 07:14,2021-12-09 07:14,
1032,PR0595,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1033,PR0599,Type 1,2021-12-09 07:14,2021-12-09 07:14,
1034,PR0591,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1035,PR0597,1BR Villa,2021-12-09 07:15,2023-03-06 09:56,
1036,PR0637,Me Villa Kayu Tulang,2021-12-09 07:15,2023-03-06 09:56,
1037,PR0618,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1038,PR0618,Type 2,2021-12-09 07:15,2021-12-09 07:15,
1039,PR0618,Type 3,2021-12-09 07:15,2021-12-09 07:15,
1040,PR0623,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1041,PR0622,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1042,PR0635,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1043,PR0607,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1044,PR0607,Type 2,2021-12-09 07:15,2021-12-09 07:15,
1045,PR0603,Single Room,2021-12-09 07:15,2023-03-06 09:56,
1046,PR0617,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1047,PR0630,Room,2021-12-09 07:15,2023-10-22 02:28,
1048,PR0630,Family,2021-12-09 07:15,2023-10-22 02:28,
1049,PR0629,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1050,PR0629,Type 2,2021-12-09 07:15,2021-12-09 07:15,
1051,PR0649,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1052,PR0654,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1053,PR0655,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1054,PR0650,Guesthouse,2021-12-09 07:15,2023-03-06 09:56,
1055,PR0659,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1056,PR0674,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1057,PR0674,Type 2,2021-12-09 07:15,2021-12-09 07:15,
1058,PR0674,Type 3,2021-12-09 07:15,2021-12-09 07:15,
1059,PR0628,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1060,PR0673,Type 1,2021-12-09 07:15,2021-12-09 07:15,
1061,PR0616,Entire,2021-12-09 07:16,2023-03-06 09:56,
1062,PR0664,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1063,PR0682,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1064,PR0681,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1065,PR0672,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1066,PR0621,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1067,PR0621,Type 2,2021-12-09 07:16,2021-12-09 07:16,
1068,PR0669,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1069,PR0666,Entire,2021-12-09 07:16,2023-03-06 09:56,
1070,PR0573,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1071,PR0688,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1072,PR0678,Villa Arcturus,2021-12-09 07:16,2023-03-06 09:56,
1073,PR0644,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1074,PR0685,Type 1,2021-12-09 07:16,2021-12-09 07:16,
1075,PR0694,The Bingin Green View,2021-12-17 13:03,2024-02-09 08:57,
1076,PR0697,Entire,2021-12-20 08:32,2023-03-06 09:56,
1077,PR0695,Villa Angin,2021-12-21 00:35,2021-12-30 08:05,
1078,PR0641,superior,2021-12-21 05:29,2021-12-21 05:29,
1079,PR0693,Villa Baru,2021-12-22 05:09,2021-12-22 05:15,
1080,PR0698,Deluxe,2021-12-26 18:26,2021-12-29 06:35,
1081,PR0698,Joglo,2021-12-26 18:26,2021-12-29 06:35,2021-12-29 06:35
1082,PR0698,Joglo 9,2021-12-29 06:35,2021-12-29 06:35,
1083,PR0698,Joglo 10,2021-12-29 06:35,2021-12-29 06:35,
1084,PR0639,superior,2022-01-12 04:43,2022-01-12 04:43,
1085,PR0701,3 BR Villa,2022-01-17 17:38,2022-02-15 05:55,
1086,PR0423,Pondok Chesia Lumbung 2,2022-01-21 07:12,2022-12-27 09:14,2022-12-27 09:14
1087,PR0423,Pondok Chesia Lumbung 3,2022-01-21 07:12,2022-12-27 09:14,2022-12-27 09:14
1088,PR0703,Unit Taara 1,2022-02-18 04:18,2022-03-12 02:48,
1089,PR0557,Villa Blumaya,2022-03-13 16:41,2023-03-23 05:26,
1090,PR0708,Entire,2022-03-18 09:35,2023-03-06 09:56,
1091,PR0713,hummjujm,2022-03-19 09:07,2022-03-19 09:07,
1092,PR0707,Entire,2022-03-23 02:09,2023-03-06 09:56,
1093,PR0720,Entire,2022-04-06 07:36,2023-03-06 09:56,
1094,PR0704,Entire,2022-04-07 02:04,2023-03-06 09:56,
1095,PR0719,Villa Tupa,2022-04-27 05:59,2022-05-08 04:08,
1096,PR0722,Glamping,2022-04-29 09:36,2023-03-06 09:56,
1097,PR0725,Sannyas Yoga academy ,2022-05-02 16:30,2022-05-02 16:30,
1098,PR0727,Comfort,2022-05-09 01:29,2022-05-20 02:49,
1099,PR0724,Bungalow,2022-05-10 08:36,2022-05-10 08:36,
1100,PR0728,Cottage,2022-05-11 08:17,2023-06-13 10:00,
1101,PR0721,Test,2022-05-21 06:47,2022-05-21 06:47,
1102,PR0732,Villa Lahi Penida,2022-05-23 02:19,2022-05-23 02:19,
1103,PR0684,Entire,2022-05-23 07:55,2023-05-12 06:36,
1104,PR0632,superior,2022-05-26 06:47,2022-05-26 06:47,
1105,PR0731,Apartment,2022-05-30 08:31,2023-03-06 09:56,
1106,PR0715,Miracle Villa,2022-06-06 19:04,2023-03-06 09:56,
1107,PR0684,Room,2022-06-14 05:44,2023-03-04 06:21,2023-03-04 06:21
1108,PR0734,Entire,2022-06-23 00:22,2023-03-06 09:56,
1109,PR0733,Villa,2022-07-01 07:26,2022-08-04 09:09,
1110,PR0740,Asri Guesthouse,2022-07-01 07:43,2023-03-06 09:56,
1111,PR0739,Villa,2022-07-01 12:33,2022-07-01 12:33,
1112,PR0554,Ocean View,2022-07-06 09:25,2023-12-01 02:28,
1113,PR0745,Villa annapurna 1,2022-07-29 06:52,2022-07-29 06:52,
1114,PR0745,Villa annapurna 2,2022-07-29 06:52,2022-07-29 06:52,
1115,PR0665,2,2022-08-03 09:08,2022-08-03 09:08,
1116,PR0385,Type 2,2022-08-13 04:47,2022-08-13 04:47,
1117,PR0753,Deluxe Room Double Bed,2022-09-05 10:31,2022-09-05 10:31,
1118,PR0753,Suite Room,2022-09-05 10:31,2022-09-05 10:31,
1119,PR0753,Deluxe Room Twin Bed,2022-09-05 10:31,2022-09-05 10:31,
1120,PR0755,Entire,2022-09-08 06:04,2023-03-06 09:56,
1121,PR0757,Entire,2022-09-22 03:56,2023-07-28 07:06,
1122,PR0757,Bamboo House,2022-10-03 02:00,2022-10-03 02:09,2022-10-03 02:09
1123,PR0759,Kokomo Villas - 1,2022-10-07 08:12,2023-03-06 09:56,
1124,PR0759,Kokomo Villas - 2,2022-10-07 08:12,2023-03-06 09:56,
1125,PR0759,Kokomo Villas - 3,2022-10-07 08:13,2023-03-06 09:56,
1126,PR0759,Kokomo Villas - 5,2022-10-07 08:13,2023-03-06 09:56,
1127,PR0758,Entire,2022-10-10 01:18,2023-03-06 09:56,
1128,PR0722,Cabin,2022-10-14 01:51,2023-03-06 09:56,
1129,PR0761,Suite Room,2022-10-14 06:25,2023-06-20 05:45,2023-06-20 05:45
1130,PR0761,Dormitory,2022-10-14 06:31,2023-07-08 07:52,
1131,PR0761,Dormitory Sharing,2022-10-24 08:55,2023-06-20 05:45,2023-06-20 05:45
1132,PR0762,Twin,2022-11-18 05:06,2023-03-06 09:56,
1133,PR0762,Double,2022-11-18 05:07,2023-03-06 09:56,
1134,PR0762,Room Pancek,2022-11-18 05:10,2023-03-04 06:21,2023-03-04 06:21
1135,PR0762,Room Bidak,2022-11-18 05:10,2023-03-04 06:21,2023-03-04 06:21
1136,PR0763,Villa,2022-11-30 06:00,2022-11-30 06:00,
1137,PR0423,Standard,2022-12-27 09:14,2023-03-06 09:56,
1138,PR0423,Deluxe,2022-12-27 09:14,2023-03-07 10:10,
1139,PR0765,Entire Villa,2023-01-13 05:03,2023-01-13 05:03,
1140,PR0766,Entire,2023-01-13 10:28,2023-03-06 09:56,
1141,PR0767,Entire Villa,2023-02-11 07:58,2023-02-11 10:47,
1142,PR0293,Entire,2023-03-02 05:08,2023-03-04 06:21,2023-03-04 06:21
1143,PR0057,Standard,,2023-03-06 09:27,
1144,PR0057,Teges Asri Studio,,2023-03-06 09:56,
1145,PR0198,Beds24 Additional Type 0,,2023-03-04 06:21,2023-03-04 06:21
1146,PR0198,Beds24 Additional Type 1,,2023-03-04 06:21,2023-03-04 06:21
1147,PR0198,Beds24 Additional Type 2,,2023-03-04 06:21,2023-03-04 06:21
1148,PR0198,Wooden Double,,2023-03-06 09:23,
1149,PR0198,Wooden Twin,,2023-03-06 09:23,
1150,PR0198,Standard,,2023-03-06 09:23,
1151,PR0198,Deluxe,,2023-03-06 09:23,
1152,PR0198,Standard Smaller (No Pool),,2023-03-06 09:56,
1153,PR0198,Bunk Bed,,2023-03-06 09:22,
1154,PR0245,Standard Double Non Allocation,,2023-05-11 04:35,2023-05-11 04:35
1155,PR0245,Beds24 Additional Type 1,,2023-03-04 06:29,2023-03-04 06:21
1156,PR0245,Beds24 Additional Type 2,,2023-03-04 06:29,2023-03-04 06:21
1157,PR0245,Beds24 Additional Type 3,,2023-03-04 06:29,2023-03-04 06:21
1158,PR0245,Beds24 Additional Type 0,,2023-03-04 06:29,2023-03-04 06:21
1159,PR0245,Beds24 Additional Type 1,,2023-03-04 06:29,2023-03-04 06:21
1160,PR0245,Beds24 Additional Type 2,,2023-03-04 06:29,2023-03-04 06:21
1161,PR0245,Beds24 Additional Type 3,,2023-03-04 06:29,2023-03-04 06:21
